lon,lat,depth,unc,elev,thickness
130.9170,1.2500,3.8720,5.0000,-2907.0000,965.0000
131.0000,1.2500,4.1890,5.0000,-3233.0000,956.0000
129.2500,1.1670,2.0830,5.0000,-921.0000,1162.0000
129.3330,1.1670,1.5730,5.0000,-385.0000,1188.0000
129.4170,1.1670,2.1480,5.0000,-932.0000,1216.0000
129.5000,1.1670,3.1760,5.0000,-1930.0000,1246.0000
129.5830,1.1670,3.7530,5.0000,-2473.0000,1280.0000
129.6670,1.1670,4.1760,5.0000,-2858.0000,1318.0000
129.7500,1.1670,4.3120,5.0000,-2954.0000,1358.0000
129.8330,1.1670,4.1530,5.0000,-2758.0000,1395.0000
129.9170,1.1670,4.3330,5.0000,-2928.0000,1405.0000
130.0000,1.1670,4.3260,5.0000,-2969.0000,1357.0000
130.0830,1.1670,4.2340,5.0000,-2967.0000,1267.0000
130.1670,1.1670,3.8380,5.0000,-2612.0000,1226.0000
130.2500,1.1670,3.4580,5.0000,-2169.0000,1289.0000
130.3330,1.1670,4.4250,5.0000,-3015.0000,1410.0000
130.4170,1.1670,5.0110,5.0000,-3579.0000,1432.0000
130.5000,1.1670,4.3330,5.0000,-3043.0000,1290.0000
130.5830,1.1670,3.9490,5.0000,-2823.0000,1126.0000
130.6670,1.1670,3.5350,5.0000,-2497.0000,1038.0000
130.7500,1.1670,3.3380,5.0000,-2338.0000,1000.0000
130.8330,1.1670,3.5050,5.0000,-2523.0000,982.0000
130.9170,1.1670,3.8830,5.0000,-2914.0000,969.0000
131.0000,1.1670,4.0400,5.0000,-3081.0000,959.0000
129.2500,1.0830,2.3120,5.0000,-1150.0000,1162.0000
