id_no,time,lat,lon,depth,mag,event_type,mrr,mtt,mpp,mrt,mrp,mtp,type,moment_lat,moment_lon,moment_depth,moment_duration
208,9-14-2012T3:9:15.13,9.7129,-85.0998,13.8000,3.0000,earthquake,258180200000000000000.0000,10363920000000000000.0000,-268544200000000000000.0000,-68748470000000000000.0000,-290257800000000000000.0000,8553614000000000000.0000,nan,9.7129,-85.0998,13.8000,nan
209,9-14-2012T6:19:46.56,10.1194,-85.9596,25.4300,4.0000,earthquake,6983692999999999705088.0000,-9194471000000000163840.0000,2210779000000000032768.0000,2920499999999999868928.0000,-7615360000000000000000.0000,4781986000000000196608.0000,nan,10.1194,-85.9596,25.4300,nan
210,9-14-2012T9:37:19.63,9.9568,-85.6658,21.2000,3.9000,earthquake,3385063999999999737856.0000,-1544492999999999967232.0000,-1840571000000000032768.0000,6489732000000000393216.0000,-142578000000000000000.0000,-5355367000000000163840.0000,nan,9.9568,-85.6658,21.2000,nan
211,9-14-2012T7:6:0.38,10.1190,-85.9795,24.8000,4.1000,earthquake,9864728000000000262144.0000,-12987539999999999868928.0000,3122808000000000262144.0000,4125315999999999868928.0000,-10756980000000000917504.0000,6754734999999999901696.0000,nan,10.1190,-85.9795,24.8000,nan
212,9-14-2012T7:6:28.84,9.9130,-85.7542,17.2000,3.4000,earthquake,54630990000000000000.0000,6151419000000000000.0000,-60782410000000000000.0000,1553292999999999967232.0000,186360899999999983616.0000,-247138899999999983616.0000,nan,9.9130,-85.7542,17.2000,nan
213,9-14-2012T14:58:59.39,9.6971,-85.2135,19.9800,4.4000,earthquake,32715769999999998361600.0000,-35736539999999998558208.0000,3020770999999999770624.0000,22742980000000000393216.0000,-25917579999999999082496.0000,12027019999999999082496.0000,nan,9.6971,-85.2135,19.9800,nan
214,9-14-2012T19:0:19.28,9.9621,-85.7612,19.3000,3.4000,earthquake,54630990000000000000.0000,6151419000000000000.0000,-60782410000000000000.0000,1553292999999999967232.0000,186360899999999983616.0000,-247138899999999983616.0000,nan,9.9621,-85.7612,19.3000,nan
215,9-14-2012T19:59:7.78,9.7843,-85.5555,18.7400,3.7000,earthquake,1106619000000000032768.0000,-324471500000000016384.0000,-782147900000000016384.0000,3193310999999999901696.0000,-2908008999999999836160.0000,572757699999999983616.0000,nan,9.7843,-85.5555,18.7400,nan
216,9-14-2012T20:28:32.76,9.6639,-85.1078,17.1000,4.1000,earthquake,4287037999999999803392.0000,-10608860000000000655360.0000,6321818000000000458752.0000,12347740000000000655360.0000,-8514439000000000163840.0000,-2412342000000000065536.0000,nan,9.6639,-85.1078,17.1000,nan
217,9-14-2012T20:28:23.68,9.5685,-85.1482,24.0100,4.1000,earthquake,8300834000000000196608.0000,818293500000000016384.0000,-9119128000000000262144.0000,12345069999999999279104.0000,-7551908999999999967232.0000,5516315000000000032768.0000,nan,9.5685,-85.1482,24.0100,nan
218,9-14-2012T21:30:15.07,9.6710,-85.1106,15.7500,3.0000,earthquake,258180200000000000000.0000,10363920000000000000.0000,-268544200000000000000.0000,-68748470000000000000.0000,-290257800000000000000.0000,8553614000000000000.0000,nan,9.6710,-85.1106,15.7500,nan
219,9-14-2012T21:44:48.96,9.9568,-85.6658,21.2000,3.9000,earthquake,3385063999999999737856.0000,-1544492999999999967232.0000,-1840571000000000032768.0000,6489732000000000393216.0000,-142578000000000000000.0000,-5355367000000000163840.0000,nan,9.9568,-85.6658,21.2000,nan
220,9-14-2012T23:13:0.04,9.8622,-85.6257,20.2000,4.4000,earthquake,1748052999999999967232.0000,-2822950000000000065536.0000,1074896999999999967232.0000,41482630000000001638400.0000,-28017210000000000458752.0000,155251699999999983616.0000,nan,9.8622,-85.6257,20.2000,nan
221,9-14-2012T29:54:59.53,9.8687,-85.6336,20.2200,4.4000,earthquake,1748052999999999967232.0000,-2822950000000000065536.0000,1074896999999999967232.0000,41482630000000001638400.0000,-28017210000000000458752.0000,155251699999999983616.0000,nan,9.8687,-85.6336,20.2200,nan
222,9-16-2012T5:51:37.08,10.0540,-85.6395,22.8000,5.1000,earthquake,201932599999999984533504.0000,-331057300000000020840448.0000,129124700000000002752512.0000,151044200000000006029312.0000,-392256799999999977979904.0000,236693000000000013369344.0000,nan,10.0540,-85.6395,22.8000,nan
223,9-18-2012T0:54:14.26,9.8611,-85.6277,19.4100,3.5000,earthquake,1397718999999999901696.0000,-1664564999999999967232.0000,266845400000000000000.0000,653885799999999967232.0000,-888530100000000049152.0000,-1181955999999999868928.0000,nan,9.8611,-85.6277,19.4100,nan
224,9-18-2012T17:4:45.94,9.8713,-85.6327,19.1000,3.5000,earthquake,1397718999999999901696.0000,-1664564999999999967232.0000,266845400000000000000.0000,653885799999999967232.0000,-888530100000000049152.0000,-1181955999999999868928.0000,nan,9.8713,-85.6327,19.1000,nan
225,9-19-2012T2:34:16.17,9.7851,-85.5589,18.7500,3.2000,earthquake,144278300000000000000.0000,-22477510000000000000.0000,-121800800000000000000.0000,677651399999999967232.0000,-375264899999999983616.0000,113330500000000000000.0000,nan,9.7851,-85.5589,18.7500,nan
226,9-19-2012T5:1:39.43,9.7969,-85.5732,20.6000,3.2000,earthquake,144278300000000000000.0000,-22477510000000000000.0000,-121800800000000000000.0000,677651399999999967232.0000,-375264899999999983616.0000,113330500000000000000.0000,nan,9.7969,-85.5732,20.6000,nan
227,9-19-2012T17:42:41.03,9.8169,-85.1765,22.5000,4.0000,earthquake,3044644999999999967232.0000,2399032999999999836160.0000,-5443677999999999803392.0000,8433358000000000327680.0000,1114806000000000065536.0000,-7987212999999999705088.0000,nan,9.8169,-85.1765,22.5000,nan
228,9-20-2012T9:3:43.99,9.8813,-85.3746,23.8700,3.0000,earthquake,294230600000000000000.0000,-345619600000000000000.0000,51389060000000000000.0000,148375000000000000000.0000,-170549000000000000000.0000,55267560000000000000.0000,nan,9.8813,-85.3746,23.8700,nan
229,9-21-2012T4:8:6.82,9.8754,-85.4919,19.8400,3.1000,earthquake,61360.9000,95636169999999991808.0000,-95636169999999991808.0000,491844099999999983616.0000,95604809999999991808.0000,-236707800000000000000.0000,nan,9.8754,-85.4919,19.8400,nan
230,9-21-2012T6:36:5.69,10.1052,-85.6931,22.4700,4.3000,earthquake,23131819999999998033920.0000,-11553500000000000655360.0000,-11578319999999999475712.0000,22994890000000002031616.0000,-2134398999999999901696.0000,18008160000000001048576.0000,nan,10.1052,-85.6931,22.4700,nan
231,9-21-2012T6:36:27.34,10.1240,-85.6994,22.6200,4.1000,earthquake,3086068999999999967232.0000,-2775134999999999901696.0000,-310934099999999983616.0000,14813849999999999410176.0000,-9320499000000000294912.0000,1115848000000000000000.0000,nan,10.1240,-85.6994,22.6200,nan
232,9-21-2012T15:24:37.26,9.8683,-85.5050,20.0400,3.0000,earthquake,43440.1900,67705220000000000000.0000,-67705220000000000000.0000,348199000000000032768.0000,67683020000000000000.0000,-167576300000000016384.0000,nan,9.8683,-85.5050,20.0400,nan
233,9-23-2012T3:43:37.25,9.7481,-85.6189,11.0000,3.9000,earthquake,7178793000000000360448.0000,-3377982999999999901696.0000,-3800808999999999836160.0000,-3433904000000000000000.0000,-1402648000000000000000.0000,5194006999999999639552.0000,nan,9.7481,-85.6189,11.0000,nan
234,9-23-2012T4:35:0.32,9.8812,-85.3749,23.8500,3.3000,earthquake,642198599999999967232.0000,-306371600000000000000.0000,-335827000000000032768.0000,754251000000000032768.0000,-13922860000000000000.0000,616689400000000032768.0000,nan,9.8812,-85.3749,23.8500,nan
235,9-23-2012T18:0:37.76,9.9030,-85.3889,22.5000,3.3000,earthquake,642198599999999967232.0000,-306371600000000000000.0000,-335827000000000032768.0000,754251000000000032768.0000,-13922860000000000000.0000,616689400000000032768.0000,nan,9.9030,-85.3889,22.5000,nan
236,9-26-2012T11:37:18.08,9.7814,-85.5444,21.5000,4.4000,earthquake,23514979999999999344640.0000,-16153130000000000983040.0000,-7361855000000000425984.0000,36166069999999997968384.0000,-25510160000000001572864.0000,10913109999999999016960.0000,nan,9.7814,-85.5444,21.5000,nan
237,9-28-2012T9:3:46.66,9.9834,-85.6576,20.8800,3.7000,earthquake,1914993999999999934464.0000,-2002491000000000032768.0000,87497160000000000000.0000,3051533999999999803392.0000,-777071900000000016384.0000,-2488877999999999803392.0000,nan,9.9834,-85.6576,20.8800,nan
238,9-28-2012T17:17:30.98,9.9498,-85.6247,20.5000,3.7000,earthquake,1914993999999999934464.0000,-2002491000000000032768.0000,87497160000000000000.0000,3051533999999999803392.0000,-777071900000000016384.0000,-2488877999999999803392.0000,nan,9.9498,-85.6247,20.5000,nan
239,10-1-2012T21:1:59.62,9.9836,-85.6608,20.7600,3.2000,earthquake,595193699999999983616.0000,-671189600000000000000.0000,75995849999999991808.0000,92232080000000000000.0000,-332785100000000016384.0000,-326253699999999983616.0000,nan,9.9836,-85.6608,20.7600,nan
240,10-2-2012T22:42:48.14,9.9972,-85.5777,22.8400,3.9000,earthquake,5311697999999999672320.0000,551498899999999983616.0000,-5863197000000000229376.0000,3687222000000000065536.0000,-2363420000000000131072.0000,-5366916000000000393216.0000,nan,9.9972,-85.5777,22.8400,nan
241,10-4-2012T7:36:50.36,9.9175,-85.8095,15.2000,3.5000,earthquake,1373049999999999934464.0000,-747968899999999983616.0000,-625080700000000016384.0000,1476033000000000098304.0000,-955980700000000016384.0000,708220600000000032768.0000,nan,9.9175,-85.8095,15.2000,nan
242,10-5-2012T18:32:40.87,10.3230,-85.2568,59.2000,3.8000,earthquake,1734918000000000065536.0000,-372159399999999967232.0000,-1362758000000000065536.0000,4171145999999999934464.0000,-4383190000000000065536.0000,834942400000000000000.0000,nan,10.3230,-85.2568,59.2000,nan
243,10-6-2012T5:20:38.74,9.6527,-85.1027,15.7300,3.0000,earthquake,280116400000000000000.0000,-275043000000000000000.0000,-5073388000000000000.0000,206015000000000000000.0000,85398449999999991808.0000,178001400000000000000.0000,nan,9.6527,-85.1027,15.7300,nan
244,10-7-2012T7:0:7.14,9.5653,-85.1474,25.0000,4.1000,earthquake,15998590000000000851968.0000,-11938780000000000655360.0000,-4059803000000000032768.0000,4375506000000000196608.0000,-5866943000000000425984.0000,7428056999999999836160.0000,nan,9.5653,-85.1474,25.0000,nan
245,10-7-2012T7:10:19.9,9.6162,-85.0616,21.9000,4.3000,earthquake,1093336999999999967232.0000,-16951320000000000262144.0000,15857979999999999606784.0000,24148769999999998099456.0000,-19929370000000001507328.0000,-2928034999999999770624.0000,nan,9.6162,-85.0616,21.9000,nan
246,10-8-2012T9:31:46.32,9.6564,-85.1068,15.9800,3.4000,earthquake,758306100000000049152.0000,-725162699999999950848.0000,-33143480000000000000.0000,976107000000000032768.0000,-307735000000000032768.0000,-955723299999999983616.0000,nan,9.6564,-85.1068,15.9800,nan
247,10-8-2012T18:10:44.89,10.0740,-86.1066,21.4000,3.1000,earthquake,317949100000000016384.0000,-422381699999999983616.0000,104432600000000000000.0000,181614700000000016384.0000,-224251500000000016384.0000,-296231500000000016384.0000,nan,10.0740,-86.1066,21.4000,nan
248,10-10-2012T12:19:1.96,9.9550,-85.6410,17.2100,4.0000,earthquake,6279293999999999803392.0000,-4311441000000000098304.0000,-1967852999999999967232.0000,7930397999999999803392.0000,-7446410999999999508480.0000,3033779999999999868928.0000,nan,9.9550,-85.6410,17.2100,nan
249,10-10-2012T12:19:11.72,9.9713,-85.6684,21.4000,5.3000,earthquake,150833900000000000131072.0000,-330904599999999989776384.0000,180070699999999989645312.0000,987501599999999952814080.0000,-420824700000000014286848.0000,-155998200000000003407872.0000,nan,9.9713,-85.6684,21.4000,nan
250,10-10-2012T12:42:4.15,9.8623,-85.6252,20.1500,4.0000,earthquake,1540800.0000,-401374099999999983616.0000,401374099999999983616.0000,10551809999999999148032.0000,-6852421999999999541248.0000,-178703299999999983616.0000,nan,9.8623,-85.6252,20.1500,nan
251,10-12-2012T19:24:29.7,9.6413,-84.9854,32.5000,4.1000,earthquake,6718714000000000458752.0000,209195299999999983616.0000,-6927909999999999541248.0000,10021930000000000983040.0000,-1672686000000000065536.0000,-12899629999999999279104.0000,nan,9.6413,-84.9854,32.5000,nan
252,10-14-2012T2:56:53.8,9.5189,-84.8103,21.7000,3.2000,earthquake,63819.5500,-508393900000000016384.0000,508393900000000016384.0000,455787299999999983616.0000,-252647000000000000000.0000,-317679800000000032768.0000,nan,9.5189,-84.8103,21.7000,nan
253,10-18-2012T0:28:30.04,9.6713,-85.1146,15.7600,3.0000,earthquake,50615730000000000000.0000,127430800000000000000.0000,-178046600000000000000.0000,286997200000000000000.0000,-217871400000000000000.0000,58338870000000000000.0000,nan,9.6713,-85.1146,15.7600,nan
254,10-21-2012T13:31:49.14,9.9510,-85.6891,13.0000,4.4000,earthquake,47445289999999998885888.0000,-24442979999999999344640.0000,-23002309999999999541248.0000,14085040000000000524288.0000,-3759335999999999737856.0000,24709409999999998099456.0000,nan,9.9510,-85.6891,13.0000,nan
255,10-21-2012T17:21:19.49,9.9846,-85.6677,21.7800,4.5000,earthquake,67472739999999999344640.0000,-35299229999999999803392.0000,-32173509999999999541248.0000,18582330000000000458752.0000,-3681863999999999737856.0000,35158830000000001376256.0000,nan,9.9846,-85.6677,21.7800,nan
256,10-24-2012T0:45:26.84,9.7836,-85.5564,18.7500,5.7000,earthquake,545880500000000032374784.0000,95043489999999998099456.0000,-640924000000000051380224.0000,-649183300000000054919168.0000,-4369268999999999786876928.0000,285956900000000009830400.0000,nan,9.7836,-85.5564,18.7500,nan
257,10-24-2012T1:2:14.87,9.7858,-85.5583,18.5300,3.4000,earthquake,417767200000000000000.0000,-671157300000000049152.0000,253390000000000000000.0000,1337048000000000000000.0000,-582322499999999983616.0000,-201235200000000000000.0000,nan,9.7858,-85.5583,18.5300,nan
258,10-24-2012T1:43:46.04,9.8773,-85.4929,19.9500,3.5000,earthquake,1394804999999999967232.0000,-657341199999999934464.0000,-737463800000000032768.0000,1497848000000000000000.0000,-166285400000000000000.0000,1131352000000000000000.0000,nan,9.8773,-85.4929,19.9500,nan
259,10-24-2012T1:44:1.93,9.7851,-85.5536,18.3800,3.1000,earthquake,424726499999999983616.0000,-288011600000000000000.0000,-136714900000000000000.0000,321847500000000016384.0000,-2727826000000000000.0000,267614200000000000000.0000,nan,9.7851,-85.5536,18.3800,nan
260,10-24-2012T16:35:37.26,9.8711,-85.4915,19.8400,3.2000,earthquake,114352200000000000000.0000,-468973799999999967232.0000,354621699999999983616.0000,542281200000000000000.0000,-357788199999999967232.0000,-171730300000000016384.0000,nan,9.8711,-85.4915,19.8400,nan
261,10-24-2012T22:38:34.03,9.8619,-85.6258,19.4400,3.1000,earthquake,309680000000000000000.0000,-459218700000000016384.0000,149538700000000016384.0000,-19513540000000000000.0000,-303977600000000000000.0000,-242635400000000000000.0000,nan,9.8619,-85.6258,19.4400,nan
262,10-25-2012T4:19:7,9.8697,-85.4955,19.8800,3.0000,earthquake,328887000000000032768.0000,-267722400000000000000.0000,-61164650000000000000.0000,148410300000000016384.0000,76457150000000008192.0000,197044300000000016384.0000,nan,9.8697,-85.4955,19.8800,nan
263,10-25-2012T9:57:39.66,9.8610,-85.6250,19.4000,3.3000,earthquake,333291299999999983616.0000,-514506800000000000000.0000,181215500000000016384.0000,864148500000000049152.0000,-554781400000000032768.0000,-8411911000000000000.0000,nan,9.8610,-85.6250,19.4000,nan
264,10-27-2012T2:36:42.64,9.9216,-85.5667,22.8800,3.9000,earthquake,7276553000000000360448.0000,-7384903999999999737856.0000,108351300000000000000.0000,4443353999999999934464.0000,-2207697999999999934464.0000,1033015000000000032768.0000,nan,9.9216,-85.5667,22.8800,nan
265,10-30-2012T5:10:17.44,9.8737,-85.4939,19.7600,3.7000,earthquake,2434937999999999934464.0000,-4019380999999999967232.0000,1584441999999999934464.0000,898532700000000016384.0000,-2063897000000000098304.0000,-1608785000000000098304.0000,nan,9.8737,-85.4939,19.7600,nan
266,10-31-2012T8:46:12.54,9.8612,-85.6250,19.4200,3.2000,earthquake,297515299999999983616.0000,-264473699999999983616.0000,-33041600000000000000.0000,704973400000000032768.0000,-212766000000000000000.0000,94465960000000000000.0000,nan,9.8612,-85.6250,19.4200,nan
267,11-5-2012T11:33:43.73,9.8632,-85.6251,19.5700,3.3000,earthquake,488194300000000016384.0000,-520966899999999983616.0000,32772640000000000000.0000,948216700000000016384.0000,-322064099999999983616.0000,26040540000000000000.0000,nan,9.8632,-85.6251,19.5700,nan
268,11-5-2012T11:37:15.06,9.8901,-85.6223,20.3000,3.3000,earthquake,469066400000000000000.0000,-1056676000000000000000.0000,587610000000000000000.0000,95950920000000000000.0000,-582588800000000000000.0000,263386000000000000000.0000,nan,9.8901,-85.6223,20.3000,nan
269,11-8-2012T2:48:26.65,9.6397,-85.0881,14.7900,3.1000,earthquake,-380623200000000000000.0000,322828499999999983616.0000,57794650000000000000.0000,395947200000000000000.0000,-28689940000000000000.0000,-180039600000000000000.0000,nan,9.6397,-85.0881,14.7900,nan
270,11-10-2012T0:15:14.2,9.9742,-86.2218,35.9000,3.9000,earthquake,1700587000000000032768.0000,4190428000000000131072.0000,-5891015000000000163840.0000,5694527000000000425984.0000,-2417182999999999901696.0000,3685720999999999836160.0000,nan,9.9742,-86.2218,35.9000,nan
271,11-10-2012T7:9:4.16,9.8609,-85.6253,19.4200,3.2000,earthquake,27115870000000000000.0000,-165719699999999983616.0000,138603800000000000000.0000,664103299999999983616.0000,-402396099999999983616.0000,-65550530000000000000.0000,nan,9.8609,-85.6253,19.4200,nan
272,11-12-2012T8:45:10.26,9.7898,-84.8753,34.7000,3.4000,earthquake,1073419000000000032768.0000,-965548199999999967232.0000,-107870400000000000000.0000,579871900000000016384.0000,-899765400000000032768.0000,563900700000000016384.0000,nan,9.7898,-84.8753,34.7000,nan
273,11-13-2012T8:28:7.49,10.0820,-85.7263,17.1100,4.0000,earthquake,7359241000000000360448.0000,-6532078999999999901696.0000,-827162599999999967232.0000,9992326999999999115264.0000,-1708204000000000131072.0000,2639965000000000229376.0000,nan,10.0820,-85.7263,17.1100,nan
274,11-13-2012T8:28:53.58,10.1190,-85.6806,22.5000,4.3000,earthquake,9190176999999999574016.0000,-6907076999999999967232.0000,-2283100000000000131072.0000,32072419999999999344640.0000,-11957139999999999868928.0000,4315318000000000065536.0000,nan,10.1190,-85.6806,22.5000,nan
275,11-20-2012T6:34:26.74,10.1865,-85.5393,28.0400,3.1000,earthquake,71496610000000000000.0000,-140254700000000000000.0000,68758040000000000000.0000,499965699999999983616.0000,95340700000000000000.0000,205953500000000016384.0000,nan,10.1865,-85.5393,28.0400,nan
276,11-22-2012T13:36:35.04,9.9842,-85.6592,20.8900,3.9000,earthquake,-603237899999999950848.0000,-1459371000000000032768.0000,2062609000000000098304.0000,7433284000000000393216.0000,-4378580999999999967232.0000,-1277939000000000032768.0000,nan,9.9842,-85.6592,20.8900,nan
277,11-22-2012T13:52:19.7,9.9835,-85.6619,21.2400,3.9000,earthquake,3385063999999999737856.0000,-1171281999999999934464.0000,-2213782000000000065536.0000,6490754999999999770624.0000,83997240000000000000.0000,-5331995000000000032768.0000,nan,9.9835,-85.6619,21.2400,nan
278,11-22-2012T13:53:36.74,9.9839,-85.6601,21.0300,4.0000,earthquake,819853500000000016384.0000,-3271080999999999836160.0000,2451227000000000032768.0000,11166109999999999803392.0000,-3578470000000000065536.0000,-3508766999999999901696.0000,nan,9.9839,-85.6601,21.0300,nan
279,11-22-2012T13:54:52.97,9.9840,-85.6586,20.9500,3.4000,earthquake,589286000000000000000.0000,-439189299999999983616.0000,-150096700000000016384.0000,1315203000000000032768.0000,-658415399999999967232.0000,259382200000000000000.0000,nan,9.9840,-85.6586,20.9500,nan
280,11-22-2012T13:57:36.98,9.9703,-85.6687,20.0100,3.9000,earthquake,234746400000000000000.0000,-5320487000000000163840.0000,5085740999999999705088.0000,3475714000000000196608.0000,-5754875000000000032768.0000,2668317999999999803392.0000,nan,9.9703,-85.6687,20.0100,nan
281,11-23-2012T5:20:54.62,10.0410,-86.0380,33.4000,3.8000,earthquake,4952292999999999967232.0000,-81844840000000000000.0000,-4870448000000000524288.0000,2945246999999999901696.0000,-1130574000000000065536.0000,2394045000000000229376.0000,nan,10.0410,-86.0380,33.4000,nan
282,11-23-2012T7:54:43.92,9.9635,-85.6546,20.6100,3.4000,earthquake,381630400000000000000.0000,-131093600000000000000.0000,-250536800000000000000.0000,1384902999999999901696.0000,-628189899999999950848.0000,294126800000000000000.0000,nan,9.9635,-85.6546,20.6100,nan
283,11-26-2012T13:52:0.98,9.7897,-85.5579,18.8100,3.4000,earthquake,-440192400000000000000.0000,487524400000000000000.0000,-47331980000000000000.0000,1350155000000000032768.0000,155900899999999983616.0000,-669192899999999983616.0000,nan,9.7897,-85.5579,18.8100,nan
284,11-26-2012T15:0:8.11,10.1196,-85.9587,25.2700,4.3000,earthquake,4321407.0000,3652465000000000098304.0000,-3652465000000000098304.0000,22682030000000001376256.0000,-27031390000000001900544.0000,-644028099999999983616.0000,nan,10.1196,-85.9587,25.2700,nan
285,12-5-2012T3:15:43.08,10.3820,-86.2353,24.7000,3.5000,earthquake,-943373300000000049152.0000,960311800000000032768.0000,-16938420000000000000.0000,1979244999999999967232.0000,-430394800000000000000.0000,-54795320000000000000.0000,nan,10.3820,-86.2353,24.7000,nan
286,12-6-2012T23:14:11.34,9.7497,-85.4298,24.7000,3.4000,earthquake,1463896000000000000000.0000,-1197096000000000000000.0000,-266799200000000000000.0000,473591299999999983616.0000,-362620300000000016384.0000,576626800000000000000.0000,nan,9.7497,-85.4298,24.7000,nan
287,12-15-2012T7:26:0.09,10.3070,-86.1708,27.5000,3.3000,earthquake,498057400000000032768.0000,143272600000000000000.0000,-641329999999999934464.0000,669802599999999967232.0000,-660756500000000049152.0000,183697000000000000000.0000,nan,10.3070,-86.1708,27.5000,nan
288,12-15-2012T7:32:14.29,10.2950,-86.2446,29.7500,3.3000,earthquake,232712499999999983616.0000,-255968899999999983616.0000,23256380000000000000.0000,1032515000000000032768.0000,-364176099999999983616.0000,10297860000000000000.0000,nan,10.2950,-86.2446,29.7500,nan
289,12-15-2012T21:29:31.14,9.7053,-84.9712,22.1000,3.1000,earthquake,305856099999999983616.0000,-517316899999999983616.0000,211460800000000000000.0000,-121196700000000000000.0000,259944200000000000000.0000,-176147500000000016384.0000,nan,9.7053,-84.9712,22.1000,nan
290,12-16-2012T10:23:50.62,10.2820,-86.2569,39.0000,4.8000,earthquake,191671799999999986630656.0000,-67686810000000001507328.0000,-123985000000000006029312.0000,-38092640000000001048576.0000,-12199169999999999148032.0000,99322360000000003407872.0000,nan,10.2820,-86.2569,39.0000,nan
291,12-17-2012T7:36:23.95,10.4040,-85.9295,19.8000,3.5000,earthquake,77547870000000008192.0000,-311563900000000016384.0000,234016000000000000000.0000,1566891000000000032768.0000,-1573625000000000098304.0000,38773940000000000000.0000,nan,10.4040,-85.9295,19.8000,nan
292,12-20-2012T4:0:12.22,10.0170,-85.2493,13.5000,3.4000,earthquake,182864499999999983616.0000,-1458147999999999868928.0000,1275283000000000032768.0000,-356436199999999967232.0000,-656560899999999983616.0000,-246529100000000016384.0000,nan,10.0170,-85.2493,13.5000,nan
293,12-20-2012T4:10:1.6,10.0020,-85.2456,28.7100,3.4000,earthquake,329066200000000032768.0000,-322911000000000032768.0000,-6155181000000000000.0000,1547494000000000065536.0000,-45364100000000000000.0000,93768809999999991808.0000,nan,10.0020,-85.2456,28.7100,nan
294,12-24-2012T15:40:0.88,9.9630,-85.7509,11.0100,4.4000,earthquake,6595160999999999836160.0000,-15133559999999999213568.0000,8538395000000000032768.0000,44543729999999997575168.0000,-14808610000000000196608.0000,-11650520000000000262144.0000,nan,9.9630,-85.7509,11.0100,nan
295,12-24-2012T16:49:32.48,9.9841,-85.6627,20.8900,4.6000,earthquake,-99012840000000001835008.0000,56686199999999999213568.0000,42326640000000002621440.0000,-1169198000000000065536.0000,10754090000000000983040.0000,49787319999999997116416.0000,nan,9.9841,-85.6627,20.8900,nan
296,12-25-2012T4:42:53.69,10.1007,-85.6967,22.5900,3.2000,earthquake,-767888299999999950848.0000,491544499999999983616.0000,276343800000000000000.0000,59206590000000000000.0000,168250000000000000000.0000,381217400000000032768.0000,nan,10.1007,-85.6967,22.5900,nan
297,12-27-2012T5:31:11.41,9.9839,-85.6618,21.1000,4.3000,earthquake,10427700000000000917504.0000,3634834000000000196608.0000,-14062539999999999082496.0000,25246199999999999213568.0000,-20558580000000000917504.0000,6248800999999999574016.0000,nan,9.9839,-85.6618,21.1000,nan
298,12-29-2012T3:32:39.74,9.7861,-85.5610,18.7100,3.6000,earthquake,633710400000000000000.0000,-314323900000000016384.0000,-319386400000000000000.0000,2943495000000000163840.0000,-434990200000000032768.0000,919468000000000000000.0000,nan,9.7861,-85.5610,18.7100,nan
299,1-13-2013T21:5:17,10.1430,-85.5725,12.0000,4.4000,earthquake,-48450469999999996395520.0000,5175219000000000294912.0000,43275260000000001703936.0000,-9518115999999999344640.0000,-4491840000000000000000.0000,16662099999999999868928.0000,nan,10.1430,-85.5725,12.0000,nan
300,1-19-2013T1:50:36.68,9.8063,-85.7011,17.0000,4.3000,earthquake,31705500000000000655360.0000,-18421139999999999868928.0000,-13284350000000000851968.0000,14233880000000000262144.0000,-3578585999999999934464.0000,16822310000000000589824.0000,nan,9.8063,-85.7011,17.0000,nan
301,1-20-2013T20:38:25.47,9.6893,-85.6142,17.0000,4.5000,earthquake,63260779999999995936768.0000,-50249849999999998361600.0000,-13010929999999999672320.0000,17178230000000000065536.0000,14631880000000000786432.0000,33978820000000000393216.0000,nan,9.6893,-85.6142,17.0000,nan
302,1-20-2013T21:5:31.3,9.8632,-85.4200,22.0000,4.3000,earthquake,16657480000000000786432.0000,-11177339999999999606784.0000,-5480142999999999901696.0000,25662530000000001245184.0000,-17969099999999999082496.0000,7826454999999999639552.0000,nan,9.8632,-85.4200,22.0000,nan
303,1-20-2013T22:1:46.37,9.6996,-85.6593,13.0000,4.1000,earthquake,16063030000000000065536.0000,-9526522000000000458752.0000,-6536507000000000032768.0000,458870200000000032768.0000,5865351000000000163840.0000,9266289999999999672320.0000,nan,9.6996,-85.6593,13.0000,nan
304,2-10-2013T16:51:10.56,10.1390,-84.7282,67.0000,4.7000,earthquake,-8855847000000000163840.0000,22559920000000000524288.0000,-13704069999999999541248.0000,-54027639999999999213568.0000,13311459999999999344640.0000,128330999999999995019264.0000,nan,10.1390,-84.7282,67.0000,nan
305,1-23-2013T3:21:6.98,9.9123,-85.6464,12.0000,4.4000,earthquake,40795390000000000851968.0000,-19955160000000000262144.0000,-20840230000000000589824.0000,4310310000000000065536.0000,21561480000000000786432.0000,27928780000000001179648.0000,nan,9.9123,-85.6464,12.0000,nan
306,3-11-2013T7:56:42.36,9.5956,-84.9387,8.0000,4.4000,earthquake,33485559999999999213568.0000,2904747000000000032768.0000,-36390310000000000589824.0000,19370999999999999213568.0000,13913999999999999475712.0000,26759370000000002031616.0000,nan,9.5956,-84.9387,8.0000,nan
307,4-10-2013T13:40:42.68,9.6560,-84.9470,18.0000,4.3000,earthquake,32742400000000000000000.0000,-17480709999999999541248.0000,-15261680000000000524288.0000,2344611000000000032768.0000,-11653199999999999475712.0000,17673480000000000786432.0000,nan,9.6560,-84.9470,18.0000,nan
308,6-8-2013T23:58:5.59,10.2740,-86.2078,21.0000,4.5000,earthquake,-3388505999999999934464.0000,28227800000000000262144.0000,-24839289999999998361600.0000,-7034063999999999475712.0000,13576260000000000393216.0000,63760790000000003211264.0000,nan,10.2740,-86.2078,21.0000,nan
