lat,lon,depth
-36.4227,-68.3673,229.0893
-36.4063,-68.1913,242.5817
-36.3852,-68.0203,257.8803
-36.3572,-67.8572,275.9599
-36.3162,-67.7125,299.6316
-36.2835,-67.5573,319.5772
-36.2551,-67.3980,337.6364
-36.2360,-67.2328,351.9641
-36.2152,-67.0696,367.4432
-36.2041,-66.8996,379.2518
-36.1986,-66.7258,389.4319
-36.2007,-66.5421,397.0860
-36.2000,-66.3688,406.8337
-36.2107,-66.1761,412.3091
-36.2240,-65.9789,417.1898
-36.2380,-65.7813,422.3928
-36.2490,-65.5907,429.7934
-36.2605,-65.3982,437.5337
-36.2714,-65.2114,446.4288
-36.2855,-65.0121,453.8672
-36.2985,-64.8169,462.4223
-36.3076,-64.6404,474.8541
-36.3214,-64.4405,483.9294
-36.3339,-64.2529,494.8360
-36.3463,-64.0663,506.8981
-36.3602,-63.8686,517.1716
-36.3739,-63.6752,528.4038
-36.3877,-63.4771,539.7365
-36.4015,-63.2764,549.9610
-36.4158,-63.0966,564.7822
-36.4304,-62.9050,577.6291
-36.4414,-62.6676,582.0980
-36.2473,-68.3422,215.1374
-36.2213,-68.1742,231.3312
-36.1811,-68.0229,253.1085
-36.1363,-67.8768,276.7328
-36.0989,-67.7234,297.5186
-36.0663,-67.5650,316.4857
-36.0408,-67.3999,332.6355
-36.0254,-67.2290,345.0826
-36.0035,-67.0662,360.5664
-35.9921,-66.8970,372.4045
-35.9914,-66.7173,380.7947
-35.9940,-66.5344,388.5567
-35.9957,-66.3582,397.5070
-36.0094,-66.1621,402.2450
-36.0216,-65.9692,408.2603
-36.0383,-65.7676,412.7948
-36.0551,-65.5639,417.7335
-36.0635,-65.3801,427.5893
-36.0776,-65.1838,434.9872
-36.0890,-64.9937,444.5841
-36.0972,-64.8183,457.1019
-36.1102,-64.6273,467.1827
-36.1235,-64.4323,477.5488
-36.1379,-64.2345,487.0414
-36.1516,-64.0375,497.6965
-36.1644,-63.8503,510.1641
-36.1780,-63.6622,522.6871
-36.1921,-63.4641,534.4116
-36.2062,-63.2632,545.0177
-36.2200,-63.0578,555.6668
-36.2354,-62.8822,571.5618
-36.0239,-69.5559,178.8518
-35.8927,-69.5486,232.1218
-36.0740,-68.3224,202.3530
-36.0320,-68.1653,222.2019
-35.9636,-68.0403,252.2950
-35.9180,-67.8912,274.9701
-35.8808,-67.7350,294.8248
-35.8516,-67.5705,311.9428
-35.8197,-67.4110,329.9495
-35.8112,-67.2321,339.6093
-35.8007,-67.0538,350.4784
-35.7888,-66.8850,362.3653
-35.7931,-66.6991,369.0077
-35.7960,-66.5163,376.9048
-35.8025,-66.3328,384.1823
-35.8079,-66.1524,392.7929
-35.8250,-65.9514,397.2261
-35.8404,-65.7539,402.9517
-35.8542,-65.5590,410.0106
-35.8717,-65.3523,415.6677
-35.8826,-65.1650,425.2253
-35.8899,-64.9898,437.8824
-35.8987,-64.8150,450.7614
-35.9112,-64.6294,462.1359
-35.9235,-64.4452,474.7064
-35.9413,-64.2315,481.9486
-35.9545,-64.0453,494.8219
-35.9696,-63.8420,505.0365
-35.9837,-63.6541,517.9779
-35.9983,-63.4668,531.9147
-36.0128,-63.2495,540.2499
-36.0256,-63.0225,547.7116
-36.0389,-62.8213,559.4387
-36.1891,-61.0741,685.8083
-36.1891,-60.8290,689.5842
