lon,lat,depth,unc,etype,mag
286.5120,-34.1200,29,nan,ER,4.6000
286.0340,-36.9850,27,nan,ER,4.5000
287.3790,-34.7050,24,nan,ER,4.8000
286.1950,-34.2890,25,nan,ER,4.6000
287.9090,-33.1130,26,nan,ER,5.1000
286.7810,-35.8630,28,nan,ER,4.0000
286.9330,-35.6480,28,nan,ER,4.4000
286.4070,-38.0700,23,nan,ER,4.9000
287.9630,-34.3250,28,nan,ER,4.7000
286.3950,-38.0620,27,nan,ER,5.5000
286.4430,-38.1470,21,nan,ER,5.0000
287.0470,-35.0730,30,nan,ER,4.8000
286.1420,-38.4920,25,nan,ER,4.5000
288.0310,-34.6410,35,nan,ER,5.1000
287.9560,-34.1530,26,nan,ER,5.6000
286.7540,-36.2120,24,nan,ER,5.4000
287.8900,-35.4100,28,nan,ER,4.7000
285.8450,-37.6600,21,nan,ER,4.6000
286.3220,-38.2060,22,nan,ER,4.9000
286.5140,-36.0410,35,nan,ER,4.8000
287.6880,-33.2880,24,nan,ER,5.0000
286.2550,-38.6540,25,nan,ER,4.5000
286.7740,-34.1780,29,nan,ER,4.6000
286.9140,-35.2850,28,nan,ER,4.6000
287.6830,-33.8470,23,nan,ER,5.1000
287.7410,-33.8560,30,nan,ER,4.9000
287.7190,-33.7620,26,nan,ER,4.9000
287.5970,-33.7620,26,nan,ER,4.9000
286.2350,-34.4780,25,nan,ER,5.0000
288.3050,-34.5900,25,nan,ER,5.1000
286.4430,-36.5200,28,nan,ER,4.7000
288.0950,-32.6210,20,nan,ER,4.1000
286.6100,-35.9720,35,nan,ER,5.0000
288.0500,-32.6500,23,nan,ER,4.7000
288.0510,-32.6750,20,nan,ER,5.0000
288.0950,-32.6710,21,nan,ER,4.4000
288.0630,-32.6450,21,nan,ER,5.4000
288.1330,-32.6630,21,nan,ER,5.3000
288.0660,-32.6120,22,nan,ER,5.0000
288.0500,-32.6810,23,nan,ER,5.1000
286.6480,-35.9400,28,nan,ER,4.9000
287.9830,-33.1240,25,nan,ER,0.0000
288.0860,-32.5860,24,nan,ER,5.0000
286.4020,-37.1520,24,nan,ER,4.8000
286.2980,-37.5900,21,nan,ER,4.9000
286.1770,-37.6010,21,nan,ER,4.6000
286.6100,-35.8980,28,nan,ER,4.7000
288.0170,-32.6700,24,nan,ER,4.9000
285.8460,-34.8270,24,nan,ER,5.0000
287.4460,-33.8920,26,nan,ER,4.9000
288.5130,-33.8000,26,nan,ER,4.9000
287.5530,-34.8140,24,nan,ER,4.3000
286.9150,-37.0030,33,nan,ER,5.4000
285.9070,-37.2200,21,nan,ER,4.8000
287.1190,-35.6100,28,nan,ER,4.0000
285.9330,-35.0510,24,nan,ER,5.1000
286.6110,-36.6420,28,nan,ER,5.1000
286.2180,-36.8780,27,nan,ER,5.2000
287.6170,-33.3150,24,nan,ER,4.5000
286.8270,-35.8440,28,nan,ER,4.4000
287.3460,-33.5950,24,nan,ER,5.5000
287.5850,-33.3340,24,nan,ER,4.7000
286.1150,-38.5370,25,nan,ER,4.8000
284.7740,-38.2650,26,nan,ER,4.9000
285.3140,-38.0260,26,nan,ER,4.8000
286.1750,-37.7990,21,nan,ER,4.3000
286.9640,-35.7180,28,nan,ER,4.9000
287.9430,-33.1040,24,nan,ER,4.5000
285.7670,-37.5490,21,nan,ER,4.4000
286.7990,-38.1300,26,nan,ER,4.6000
287.9900,-34.3470,29,nan,ER,5.1000
285.8420,-37.2630,21,nan,ER,4.8000
285.9800,-37.2550,21,nan,ER,5.1000
287.9170,-34.3370,29,nan,ER,6.7000
288.0520,-34.3960,29,nan,ER,5.2000
288.0340,-34.3880,29,nan,ER,6.5000
287.8570,-34.4800,25,nan,ER,6.0000
288.0800,-34.3220,29,nan,ER,5.3000
288.1760,-34.4490,25,nan,ER,5.0000
288.1880,-34.4130,25,nan,ER,4.5000
287.8890,-34.4510,25,nan,ER,5.0000
