lat,lon,depth
48.8018,-119.7153,344.9664
48.8021,-119.5186,361.0112
48.8023,-119.3210,376.1448
49.0197,-121.2948,71.2214
49.0101,-121.2641,108.7024
49.0049,-121.1477,137.4615
48.9990,-120.6833,212.4938
48.9997,-120.5807,240.4845
49.0012,-120.4571,266.5857
49.0029,-120.3119,290.6494
49.0035,-120.1167,310.1570
49.0042,-119.9200,328.2169
49.0056,-119.7486,347.6302
49.2438,-121.2778,70.2747
49.2176,-121.2677,109.7666
49.2052,-121.2268,143.9237
49.1987,-120.3621,258.2432
49.1966,-120.1258,274.3684
49.2039,-120.0718,304.9894
49.2050,-119.8861,323.7837
49.4028,-121.3241,152.2119
